question_type	question_text	required	page_number	option_text	option_values		
radio	Painful past experiences keep being replayed in my mind.	1	4	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		16
radio	I try to live my life as fully as possible, one day at a time.	1	4	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		17
radio	It upsets me to be late for appointments.	1	4	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		18
radio	Ideally, I would live each day as if it were my last.	1	4	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		19
radio	Happy memories of good times spring readily to mind.	1	4	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		20
radio	I meet my obligations to friends and authorities on time.	1	5	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		21
radio	I've taken my share of abuse and rejection in the past.	1	5	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		22
radio	I make decisions on the spur of the moment.	1	5	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		23
radio	I take each day as it is rather than try to plan it out.	1	5	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	5,4,3,2,1		24
radio	The past has too many unpleasant memories that I prefer not to think about.	1	5	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	5,4,3,2,1		25
radio	It is important to put excitement in my life.	1	5	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		26
radio	I've made mistakes in the past that I wish I could undo.	1	5	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		27
radio	I feel that it's more important to enjoy what you're doing than to get work done on time.	1	5	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		28
radio	I get nostalgic about my childhood.	1	5	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		29
radio	Before making a decision, I weigh the costs against the benefits.	1	5	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		30
radio	Taking risks keeps my life from becoming boring.	1	6	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		31
radio	It is more important for me to enjoy life's journey than to focus only on the destination.	1	6	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		32
radio	Things rarely work out as I expected.	1	6	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		33
radio	It's hard for me to forget unpleasant images of my youth.	1	6	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		34
radio	It takes joy out of the process and flow of my activities, if I have to think about goals, outcomes, and products.	1	6	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		35
radio	Even when I am enjoying the present, I am drawn back to comparisons with similar past experiences.	1	6	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		36
radio	You can't really plan for the future because things change so much.	1	6	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		37
radio	My life path is controlled by forces I cannot influence.	1	6	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		38
radio	It doesn't make sense to worry about the future, since there is nothing that I can do about it anyway.	1	6	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		39
radio	I complete projects on time by making steady progress.	1	6	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		40
radio	I find myself tuning out when family members talk about the way things used to be.	1	7	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	5,4,3,2,1		41
radio	I take risks to put excitement in my life.	1	7	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		42
radio	I make lists of things to do.	1	7	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		43
radio	I often follow my heart more than my head.	1	7	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		44
radio	I am able to resist temptations when I know that there is work to be done.	1	7	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		45
radio	I find myself getting swept up in the excitement of the moment.	1	7	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		46
radio	Life today is too complicated; I would prefer the simpler life of the past.	1	7	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		47
radio	I prefer friends who are spontaneous rather than predictable.	1	7	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		48
radio	I like family rituals and traditions that are regularly repeated.	1	7	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		49
radio	I think about the bad things that have happened to me in the past.	1	7	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		50
radio	I keep working at difficult, uninteresting tasks if they will help me get ahead.	1	8	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		51
radio	Spending what I earn on pleasures today is better than saving for tomorrow's security.	1	8	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		52
radio	Often luck pays off better than hard work.	1	8	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		53
radio	I think about the good things that I have missed out on in my life.	1	8	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		54
radio	I like my close relationships to be passionate.	1	8	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	1,2,3,4,5		55
radio	There will always be time to catch up on my work.	1	8	Very uncharacteristic, Uncharacteristic, Neutral, Characteristic, Very characteristic	5,4,3,2,1		56
instruction	Congratulations for completing this survey! Press <strong>finish</strong> to continue.	0	9				
